t_index	term	df
11376	sevenpag	1
11377	sevenperson	1
11378	sevenstori	1
11379	seventeen	16
11380	seventerm	2
11381	seventh	30
11382	seventhseed	1
11383	seventi	1
11384	sevenway	1
11385	sevenweek	4
11386	sevenyear	3
11387	sevenyearlong	1
11388	sevenyearold	1
11389	sever	248
11390	severin	1
11391	severodvinsk	1
11392	severomorsk	4
11393	sew	1
11394	sewag	4
11395	sewart	1
11396	sex	8
11397	sexual	15
11398	seymour	1
11399	sgt	5
11400	shaar	2
11401	shab	2
11402	shabtai	1
11403	shack	7
11404	shade	2
11405	shadow	16
11406	shadowi	8
11407	shaeffer	1
11408	shaft	3
11409	shah	4
11410	shaheen	1
11411	shaher	1
11412	shailesh	1
11413	shajea	1
11414	shake	28
11415	shaken	11
11416	shaki	2
11417	shalikashvili	1
11418	shall	3
11419	shallow	3
11420	shallowwat	1
11421	sham	2
11422	shambl	3
11423	shame	6
11424	shamshran	1
11425	shane	1
11426	shannon	1
11427	shantytown	5
11428	shape	27
11429	shapeless	1
11430	shapeup	1
11431	shapiro	1
11432	shard	3
11433	share	39
11434	shargel	1
11435	sharm	3
11436	sharon	2
11437	sharp	13
11438	sharpen	2
11439	sharper	1
11440	sharpli	14
11441	shatter	33
11442	shaughnessi	3
11443	shave	1
11444	shavit	1
11445	shaw	3
11446	shawn	3
11447	shea	1
11448	sheaf	1
11449	shear	2
11450	sheath	1
11451	shebeck	1
11452	shebek	1
11453	shed	10
11454	sheehan	2
11455	sheehen	1
11456	sheepish	1
11457	sheepishli	1
11458	sheer	3
11459	sheet	22
11460	sheik	5
11461	sheikh	2
11462	sheila	1
11463	shelf	3
11464	shell	13
11465	shelle	4
11466	shelli	1
11467	shelten	1
11468	shelter	22
11469	shelti	1
11470	shelton	6
11471	shelv	2
11472	shemter	1
11473	shephard	1
11474	shepherd	4
11475	sheriff	14
11476	sherman	1
11477	sherri	3
11478	sheryl	1
11479	shi	5
11480	shiela	1
11481	shield	8
11482	shift	20
11483	shiit	3
11484	shine	10
11485	shini	2
11486	ship	193
11487	shipboard	1
11488	shipbuild	6
11489	shipman	1
11490	shipmat	13
11491	shipment	1
11492	shipyard	8
11493	shirley	1
11494	shirt	12
11495	shirtless	2
11496	shiver	1
11497	shkval	7
11498	shlomo	1
11499	shock	43
11500	shoddi	1
11501	shoddili	1
11502	shoe	15
11503	shoeed	1
11504	shoeleath	2
11505	sholti	1
11506	shook	46
11507	shoot	20
11508	shootout	4
11509	shop	53
11510	shopkeep	2
11511	shoplift	2
11512	shopper	1
11513	shore	18
11514	shorelin	1
11515	short	92
11516	shortag	16
11517	shortchang	2
11518	shortcom	4
11519	shortcut	1
11520	shorter	3
11521	shortest	1
11522	shortfal	2
11523	shorthand	2
11524	shortli	47
11525	shortliv	4
11526	shortsleev	1
11527	shortstaf	1
11528	shortterm	3
11529	shot	76
11530	shotgun	18
11531	shotmak	1
11532	shoulder	16
11533	shouldnt	13
11534	shouldv	1
11535	shout	29
11536	shove	5
11537	shovel	12
11538	showcas	2
11539	showdown	12
11540	shower	7
11541	shown	19
11542	shrank	4
11543	shrapnel	1
11544	shred	5
11545	shreveport	2
11546	shrewd	4
11547	shrill	1
11548	shrine	1
11549	shriner	1
11550	shrink	6
11551	shrunk	1
11552	shukla	2
11553	shuler	1
11554	shultz	3
11555	shun	2
11556	shusaki	3
11557	shut	27
11558	shutdown	1
11559	shutter	2
11560	shuttl	4
11561	sibl	8
11562	sicili	2
11563	sick	8
11564	sidelin	11
11565	sidestep	4
11566	sideway	1
11567	sidl	7
11568	sidot	1
11569	sieg	9
11570	siemerink	1
11571	sierra	4
11572	siev	11
11573	siewert	24
11574	sifford	16
11575	sift	11
11576	sigh	3
11577	sight	25
11578	sightse	4
11579	sign	133
11580	signal	34
11581	signalman	1
11582	signatur	7
11583	signifi	1
11584	signific	41
11585	significantli	9
11586	sigonella	2
11587	sikh	1
11588	silberl	1
11589	silenc	19
11590	silent	19
11591	sill	1
11592	silli	1
11593	silliman	1
11594	silo	3
11595	silt	1
11596	silva	1
11597	silver	8
11598	silvertongu	2
11599	silvia	3
11600	silvija	2
11601	simeon	1
11602	simil	1
11603	similar	47
11604	similarli	5
11605	simmer	3
11606	simmon	3
11607	simpl	19
11608	simpler	1
11609	simpli	46
11610	simul	1
11611	simultan	8
11612	sin	3
11613	sinc	341
11614	sincer	5
11615	sindh	2
11616	sing	6
11617	singapor	3
11618	singaporean	1
11619	singer	7
11620	singh	4
11621	singl	50
11622	singledigit	1
11623	singlestori	1
11624	singular	1
11625	singularli	1
11626	sinha	1
11627	sink	32
11628	siobhan	1
11629	sion	1
11630	sip	6
11631	sir	5
11632	sirah	1
11633	siren	1
11634	siriman	1
11635	sister	45
11636	sisterinlaw	1
11637	sit	37
11638	site	80
11639	sitin	2
11640	situat	82
11641	sixb	1
11642	sixbunk	1
11643	sixday	1
11644	sixfoot	2
11645	sixhour	2
11646	sixman	1
11647	sixmemb	1
11648	sixmonth	1
11649	sixseat	3
11650	sixstori	1
11651	sixteen	3
11652	sixth	32
11653	sixthseed	3
11654	sixti	1
11655	sixvehicl	1
11656	sixweek	5
11657	sixyear	3
11658	sixyearlong	1
11659	siyaram	1
11660	sizabl	2
11661	size	19
11662	sizzl	2
11663	skeptic	10
11664	sketch	11
11665	sketchi	14
11666	ski	2
11667	skiff	10
11668	skill	13
11669	skim	8
11670	skin	7
11671	skip	8
11672	skipper	5
11673	skirmish	1
11674	skirt	5
11675	skull	3
11676	sky	18
11677	skyscrap	4
11678	slab	15
11679	slade	7
11680	slain	10
11681	slam	58
11682	slant	2
11683	slap	3
11684	slash	4
11685	slat	1
11686	slate	6
11687	slater	2
11688	slaughterhous	1
11689	slava	1
11690	slavador	1
11691	slavica	1
11692	slavija	2
11693	slavish	1
11694	slavo	1
11695	slavoljub	1
11696	slay	12
11697	sledgehamm	3
11698	sleep	36
11699	sleepless	1
11700	sleight	1
11701	slender	1
11702	slenderest	1
11703	slept	8
11704	slice	10
11705	slid	2
11706	slide	3
11707	slight	6
11708	slightest	3
11709	slightli	27
11710	slim	10
11711	slime	1
11712	slip	29
11713	slippag	1
11714	sliver	2
11715	slm	2
11716	slobadon	1
11717	slobo	3
11718	slobodan	126
11719	slocomb	1
11720	slogan	12
11721	slope	2
11722	sloppi	5
11723	slouch	1
11724	slovakia	8
11725	slovakian	1
11726	slow	38
11727	slowdown	2
11728	slowest	2
11729	slowfoot	1
11730	slowli	26
11731	slowmov	1
11732	slug	1
11733	sluggish	4
11734	slump	6
11735	slur	1
11736	smack	4
11737	small	208
11738	smaller	25
11739	smallest	2
11740	smaltz	1
11741	smart	2
11742	smarter	2
11743	smartest	1
11744	smartli	1
11745	smash	25
11746	smear	3
11747	smederevska	2
11748	smell	7
11749	smile	36
11750	smit	1
11751	smith	21
11752	smithvil	1
11753	smitten	1
11754	smog	2
11755	smoggiest	1
11756	smoke	26
11757	smoker	1
11758	smokescreen	1
11759	smokey	1
11760	smolder	1
11761	smolinski	1
11762	smooth	9
11763	smoothli	2
11764	smother	2
11765	smuggl	3
11766	snack	2
11767	snake	1
11768	snap	9
11769	snapper	1
11770	snappi	1
11771	snare	1
11772	snarl	1
11773	snatch	8
11774	sneak	3
11775	sneaker	1
11776	sneakerclad	1
11777	sneet	1
11778	snif	3
11779	sniff	1
11780	sniffer	13
11781	snipe	1
11782	sniper	1
11783	snippet	2
11784	snitch	3
11785	snjezana	1
11786	snour	1
11787	snow	11
11788	snowcov	1
11789	snowfal	1
11790	snowstorm	2
11791	snyder	1
11792	soak	2
11793	soap	1
11794	soapoperat	1
11795	soar	7
11796	sob	3
11797	sober	2
11798	socal	10
11799	soccer	4
11800	social	33
11801	socialist	36
11802	societi	34
11803	sock	3
11804	socotra	2
11805	socti	1
11806	sod	1
11807	sofa	2
11808	soft	10
11809	soften	4
11810	softli	1
11811	softspoken	2
11812	softwar	7
11813	soglasiy	1
11814	soil	7
11815	sojourn	1
11816	solanki	1
11817	solari	1
11818	sold	19
11819	soldier	97
11820	sole	9
11821	solemn	4
11822	solemnli	1
11823	solicit	1
11824	solid	15
11825	solidar	6
11826	solidifi	2
11827	solidli	1
11828	solitari	2
11829	solitud	1
11830	solomon	1
11831	solorzano	2
11832	solut	14
11833	solv	6
11834	somali	2
11835	somalia	8
11836	somaliborn	1
11837	somber	6
11838	somberli	2
11839	somebodi	22
11840	someday	5
11841	someon	49
11842	someplac	1
11843	someth	112
11844	sometim	50
11845	somewhat	9
11846	somewher	14
11847	somo	1
11848	son	114
11849	sonar	2
11850	song	3
11851	songwrit	3
11852	sonia	3
11853	soninlaw	3
11854	sonni	1
11855	soon	94
11856	sooner	5
11857	soontob	1
11858	sooooo	1
11859	soot	1
11860	sooti	1
11861	sop	1
11862	sophist	22
11863	sore	8
11864	sorri	4
11865	sorrow	3
11866	sort	53
11867	sorti	1
11868	sosonati	7
11869	soto	2
11870	souc	1
11871	sought	49
11872	soul	4
11873	soumaila	1
11874	sound	56
11875	soundli	3
11876	soundproof	1
11877	soup	3
11878	soupstirr	1
11879	sour	2
11880	sourc	93
11881	south	123
11882	southcentr	1
11883	southeast	36
11884	southeastern	10
11885	southern	67
11886	southwest	19
11887	southwestern	6
11888	souvenir	2
11889	sovereign	2
11890	sovereignti	8
11891	soviet	29
11892	sovietera	5
11893	soxon	1
11894	sp	2
11895	space	19
11896	spaciou	1
11897	spain	20
11898	span	6
11899	spangl	1
11900	spaniard	2
11901	spaniel	1
11902	spanish	13
11903	spanishlanguag	3
11904	spanishspeak	6
11905	spare	9
11906	spark	18
11907	spasski	2
11908	spat	1
11909	spate	3
11910	speak	120
11911	speaker	19
11912	spear	1
11913	spearhead	3
11914	speci	1
11915	special	110
11916	specialist	21
11917	specif	55
11918	specifi	13
11919	spectacl	3
11920	spectacular	4
11921	spectat	7
11922	specter	3
11923	spectrum	1
11924	specul	44
11925	sped	4
11926	speech	62
11927	speed	31
11928	speedboat	1
11929	speedi	1
11930	speedskat	1
11931	spell	9
11932	spenc	3
11933	spencer	6
11934	spend	57
11935	spent	74
11936	sperl	2
11937	sphere	1
11938	spi	66
11939	spielberg	1
11940	spill	4
11941	spin	4
11942	spindoctor	1
11943	spine	2
11944	spiral	4
11945	spire	1
11946	spirit	18
11947	spiritu	3
11948	spite	5
11949	splash	1
11950	splashdown	1
11951	splatter	1
11952	splint	1
11953	splinter	3
11954	splinz	1
11955	split	23
11956	spode	1
11957	spoil	11
11958	spoiler	3
11959	spokan	1
11960	spoke	76
11961	spoken	21
11962	spokesman	184
11963	spokesmen	4
11964	spokeswoman	28
11965	sponsor	14
11966	sponsorship	2
11967	spontan	4
11968	spook	1
11969	sporad	1
11970	sport	59
11971	sportsmen	1
11972	spot	33
11973	spotlight	14
11974	spotti	6
11975	spous	7
11976	spragu	1
11977	spraig	1
11978	sprain	7
11979	sprawl	8
11980	spray	6
11981	spread	53
11982	spree	2
11983	spring	28
11984	springfield	3
11985	sprinkl	2
11986	sprint	5
11987	sprout	2
11988	spruanceclass	1
11989	sprung	2
11990	spun	1
11991	spur	5
11992	spy1d	1
11993	spymast	18
11994	squabbl	1
11995	squad	23
11996	squadron	1
11997	squall	3
11998	squander	2
11999	squar	22
12000	squat	1
12001	squatter	3
12002	squeak	2
12003	squeamish	1
12004	squeez	7
12005	squirrel	2
12006	squish	1
12007	sr	3
12008	srdic	4
12009	srebrenica	1
12010	srpska	1
12011	st	55
12012	stab	9
12013	stabenow	5
12014	stabil	43
12015	stabl	21
12016	stacey	1
12017	staci	1
12018	stack	8
12019	stadium	13
12020	staf	3
12021	staff	67
12022	staffer	2
12023	staffinr	1
12024	stafford	4
12025	stage	49
12026	stagger	9
12027	stain	3
12028	stainedglass	3
12029	stair	3
12030	stairwel	4
12031	stake	24
12032	stalem	6
12033	stalin	2
12034	stalinist	1
12035	stalk	2
12036	stall	4
12037	stambol	2
12038	stambuk	1
12039	stamenkov	2
12040	stamina	1
12041	stammer	1
12042	stamped	4
12043	stanc	5
12044	stand	124
12045	standard	18
12046	standbi	1
12047	standingroom	2
12048	standoff	10
12049	standpoint	1
12050	standstil	6
12051	stanley	4
12052	stapl	1
12053	star	32
12054	stare	7
12055	stark	5
12056	starkli	1
12057	starr	1
12058	starrr	1
12059	starstud	1
12060	start	159
12061	startelegram	1
12062	startl	2
12063	starv	1
12064	stash	1
12065	stasio	1
12066	stat	2
12067	state	569
12068	statebuild	1
12069	statecontrol	4
12070	statehous	4
12071	stateless	1
12072	statement	104
12073	stateofth	1
12074	stateoftheart	2
12075	stateown	3
12076	stateroom	1
12077	staterun	25
12078	statesman	2
12079	statesponsor	6
12080	statewid	5
12081	station	121
12082	stationeri	1
12083	statist	13
12084	statu	18
12085	statur	4
12086	statut	5
12087	staunch	2
12088	staunchest	2
12089	staunchli	2
12090	stay	148
12091	ste	1
12092	stead	1
12093	steadfast	1
12094	steadi	4
12095	steadili	4
12096	steal	26
12097	stealer	1
12098	stealth	1
12099	stealthi	1
12100	stealthier	1
12101	stealthili	1
12102	steam	6
12103	steami	1
12104	steel	28
12105	steelentangl	1
12106	steenbuch	1
12107	steep	15
12108	steer	7
12109	stefan	1
12110	stefano	5
12111	stefanov	4
12112	steffi	1
12113	steinberg	1
12114	steindorff	1
12115	stell	1
12116	stellar	1
12117	stem	15
12118	stemmo	1
12119	stenberg	1
12120	stench	2
12121	step	134
12122	stepdown	1
12123	stephani	1
12124	stephanopoulo	1
12125	stephen	7
12126	stepmoth	1
12127	steppingston	1
12128	stepson	1
12129	stereo	1
12130	sterl	3
12131	stern	13
12132	sternavich	1
12133	sternfac	1
12134	sternli	2
12135	steskic	1
12136	stevan	3
12137	steve	10
12138	stevedor	1
12139	steven	3
12140	stevenson	4
12141	stew	1
12142	stewardship	4
12143	stewart	2
12144	stick	18
12145	sticker	2
12146	sticki	1
12147	stickier	4
12148	stiff	3
12149	stifl	2
12150	stigmat	1
12151	stillburi	1
12152	sting	1
12153	stipend	1
12154	stipul	4
12155	stir	14
12156	stirrup	1
12157	stitch	1
12158	stock	5
12159	stocki	1
12160	stockpil	5
12161	stoical	1
12162	stojanov	1
12163	stojiljikov	1
12164	stojiljkov	3
12165	stoke	4
12166	stoko	1
12167	stokov	1
12168	stole	25
12169	stolen	13
12170	stolt	1
12171	stomach	6
12172	stomachchurn	1
12173	stomp	1
12174	stone	18
12175	stonewal	1
12176	stoni	3
12177	stood	66
12178	stool	2
12179	stop	175
12180	stopgap	2
12181	stopov	4
12182	stoppag	6
12183	stopper	1
12184	storag	3
12185	store	67
12186	stori	79
12187	storm	46
12188	stormi	2
12189	storybook	1
12190	stosic	2
12191	stoutli	1
12192	stowag	1
12193	stoyan	1
12194	straddl	1
12195	straight	23
12196	straighten	1
12197	straightfac	1
12198	straightforward	4
12199	straightset	1
12200	strain	4
12201	strait	2
12202	straition	1
12203	strakov	1
12204	strand	3
12205	strang	9
12206	stranger	6
12207	strangl	1
12208	stranglehold	1
12209	strateg	18
12210	strategeri	1
12211	strategi	20
12212	strategist	7
12213	straw	1
12214	stray	2
12215	streak	16
12216	stream	14
12217	streamlin	1
12218	stree	1
12219	street	176
12220	strength	18
12221	strengthen	27
12222	strenuous	1
12223	stress	33
12224	stretch	30
12225	stretcher	13
12226	strewn	3
12227	stricken	11
12228	strickland	2
12229	strict	5
12230	stricter	1
12231	strictli	7
12232	strictur	1
12233	strident	1
12234	strife	2
12235	strike	85
12236	strikebound	5
12237	strikebreak	3
12238	striker	12
12239	string	14
12240	stringent	2
12241	stringfellow	5
12242	strip	24
12243	stripe	3
12244	strive	7
12245	strode	1
12246	stroke	10
12247	stroll	1
12248	strom	1
12249	strong	92
12250	stronger	17
12251	strongest	10
12252	stronghold	27
12253	strongli	15
12254	strongman	8
12255	strongmen	1
12256	strother	1
12257	strove	1
12258	struck	45
12259	structur	19
12260	struggl	72
12261	stuart	1
12262	stubb	1
12263	stubborn	1
12264	stubbornli	1
12265	stuck	9
12266	student	52
12267	studentrun	1
12268	studi	38
12269	studio	3
12270	stuf	1
12271	stuff	6
12272	stumbl	13
12273	stump	1
12274	stun	40
12275	stung	3
12276	stunningli	2
12277	stunt	2
12278	sturdi	1
12279	sturdier	1
12280	style	20
12281	stymi	1
12282	su	4
12283	suarez	3
12284	sub	21
12285	subcommitte	2
12286	subcontin	3
12287	subdu	7
12288	subgroup	1
12289	subject	39
12290	subjug	1
12291	submachin	2
12292	submarin	63
12293	submerg	5
12294	submers	3
12295	submit	25
12296	subordin	1
12297	subpoena	1
12298	subsaharan	3
12299	subscrib	1
12300	subsequ	9
12301	subsid	4
12302	subsidi	1
12303	subsidiari	3
12304	subsist	1
12305	substanc	6
12306	substandard	1
12307	substanti	17
12308	substitut	4
12309	subterranean	1
12310	subtext	2
12311	subtl	1
12312	suburb	26
12313	suburban	11
12314	subvers	3
12315	subvert	3
12316	subway	1
12317	succ	1
12318	succeed	32
12319	success	70
12320	successor	39
12321	succumb	2
12322	suchitepequez	5
12323	suck	1
12324	sudan	11
12325	sudanes	1
12326	sudden	20
12327	suddenli	17
12328	sue	7
12329	suez	18
12330	suffer	95
12331	suffici	16
12332	suffoc	4
12333	sugarcoat	1
12334	sugari	1
12335	suggest	94
12336	suharto	1
12337	suicid	129
12338	suit	36
12339	suitabl	5
12340	suitcas	5
12341	suitland	1
12342	sukiyaki	1
12343	sullivan	3
12344	sultan	6
12345	sultri	1
12346	sum	2
12347	summar	2
12348	summari	4
12349	summer	23
12350	summit	32
12351	summon	6
12352	sumner	1
12353	sun	22
12354	sunbak	1
12355	sunda	1
12356	sunday	201
12357	sunglass	2
12358	sunherald	1
12359	sunil	1
12360	sunk	7
12361	sunken	25
12362	sunni	4
12363	sunris	1
12364	sunset	4
12365	sunshin	1
12366	sunsplash	1
12367	super	3
12368	superb	2
12369	superbl	2
12370	superfast	1
12371	superintend	1
12372	superior	4
12373	supermarket	6
12374	superpow	2
12375	superstructur	1
12376	supervis	12
12377	supervisor	6
12378	supplement	1
12379	suppli	54
12380	support	270
12381	suppos	19
12382	supposedli	4
12383	supposingli	1
12384	suppress	12
12385	suprem	46
12386	supremaci	2
12387	supremacist	1
12388	surat	3
12389	sure	105
12390	surebet	1
12391	surf	2
12392	surfac	28
12393	surg	14
12394	surgeon	9
12395	surgeri	13
12396	surgic	3
12397	surnia	1
12398	surpass	5
12399	surplu	3
12400	surpris	51
12401	surprisingli	4
12402	surreal	4
12403	surrend	34
12404	surrog	5
12405	surround	61
12406	surveil	17
12407	survey	26
12408	surviv	100
12409	survivor	92
12410	susa	1
12411	susan	35
12412	susann	1
12413	suscept	2
12414	susi	3
12415	suspect	141
12416	suspend	24
12417	suspens	9
12418	suspici	13
12419	suspicion	36
12420	sustain	13
12421	susten	1
12422	sutyagin	1
12423	svilanov	3
12424	swab	1
12425	swagger	1
12426	swallow	4
12427	swami	3
12428	swamimarayan	1
12429	swamp	1
12430	swan	3
12431	swap	6
12432	swarm	16
12433	swat	7
12434	sway	17
12435	swear	6
12436	swearingin	5
12437	sweat	4
12438	sweater	3
12439	sweati	6
12440	sweatsoak	1
12441	swede	2
12442	sweden	5
12443	sweep	20
12444	sweet	3
12445	sweeten	1
12446	sweetheart	2
12447	swell	14
12448	swelter	1
12449	swenchoni	1
12450	swept	39
12451	swift	11
12452	swiftli	5
12453	swim	5
12454	swing	5
12455	swipe	1
12456	swirl	2
12457	swiss	16
12458	swissbas	1
12459	switch	20
12460	switzerland	25
12461	swivel	1
12462	swollen	2
12463	swoon	1
12464	swoop	1
12465	sword	1
12466	swore	3
12467	sworn	29
12468	swung	1
12469	sy	2
12470	sydney	10
12471	sylvest	1
12472	sylvia	1
12473	symbiones	4
12474	symbol	30
12475	symington	2
12476	symmetri	1
12477	sympath	2
12478	sympathet	8
12479	sympathi	8
12480	symphoni	1
12481	symptom	2
12482	sync	1
12483	syndic	1
12484	synonym	1
12485	syria	2
12486	syrian	6
12487	syrianborn	2
12488	syring	1
12489	systemat	3
12490	t	4
12491	tabara	3
12492	tabl	18
12493	tableau	2
12494	tableaux	1
12495	tablecloth	2
12496	tabloid	2
12497	tabul	5
12498	tacitli	1
12499	tackl	4
12500	tacoma	1
12501	tactic	15
12502	tactician	2
12503	tadic	2
12504	taffeta	1
12505	tag	1
12506	taha	3
12507	taigon	1
12508	tail	1
12509	tailor	11
12510	tailspin	2
12511	taint	10
12512	taiwan	9
12513	taiwanes	2
12514	taiz	1
12515	taken	127
12516	takeoff	1
12517	takeov	15
12518	taker	1
12519	takla	1
12520	talaja	2
12521	tale	4
12522	talent	8
12523	talib	1
12524	taliban	15
12525	talk	156
12526	talker	1
12527	talkshow	1
12528	tall	8
12529	tallahasse	1
12530	taller	4
12531	talli	15
12532	tamarin	4
12533	tame	7
12534	tamil	1
12535	tamme	1
12536	tampa	4
12537	tamper	3
12538	tan	2
12539	tanang	1
12540	tanasugarin	1
12541	tanasugarn	3
12542	tandem	1
12543	tangl	11
12544	tanja	1
12545	tanjug	13
12546	tank	25
12547	tanker	2
12548	tankmount	1
12549	tant	1
12550	tantal	1
12551	tantamount	1
12552	tantrum	1
12553	tanugu	1
12554	tanzania	37
12555	tap	9
12556	tape	19
12557	tar	2
12558	tarawa	2
12559	tardi	1
12560	target	67
12561	tariff	2
12562	tariq	2
12563	tarmac	12
12564	tarnish	2
12565	tarp	3
12566	tarpaulin	3
12567	task	43
12568	tass	1
12569	tast	5
12570	tatter	3
12571	taunt	1
12572	tawdri	1
12573	tawfiq	1
12574	tax	40
12575	taxevas	1
12576	taxi	6
12577	taxpay	2
12578	taxsav	3
12579	taxwrit	1
12580	taylor	2
12581	tea	9
12582	teach	8
12583	teacher	16
12584	team	119
12585	teammat	2
12586	tear	72
12587	tearga	5
12588	tech	1
12589	technic	24
12590	technician	15
12591	techniqu	4
12592	technocrat	1
12593	technolog	42
12594	technologyrel	1
12595	techsourc	2
12596	tecla	11
12597	ted	3
12598	teddi	1
12599	teem	3
12600	teen	2
12601	teenag	18
12602	teepl	1
12603	teeter	2
12604	teeth	2
12605	tefb	1
12606	tegla	1
12607	tekla	2
12608	tel	4
12609	telar	1
12610	telecommun	2
12611	teleconfer	2
12612	telephon	72
12613	televis	170
12614	televisa	1
12615	televison	1
12616	tell	108
12617	teller	7
12618	tello	2
12619	tem	1
12620	temblor	13
12621	tempel	1
12622	temper	4
12623	temperatur	10
12624	tempestu	1
12625	templ	8
12626	templat	1
12627	tempo	1
12628	temporari	13
12629	temporarili	10
12630	tenabl	1
12631	tenac	1
12632	tenaci	1
12633	tenant	3
12634	tend	11
12635	tendenc	4
12636	tender	4
12637	tenet	2
12638	tenn	8
12639	tennesse	11
12640	tenni	39
12641	tens	18
12642	tension	25
12643	tent	39
12644	tentacl	1
12645	tentdwel	3
12646	tenth	3
12647	tenur	9
12648	tenyear	2
12649	ter	1
12650	term	110
12651	termend	1
12652	termer	1
12653	termin	15
12654	termlimit	1
12655	tern	1
12656	terr	1
12657	terrain	2
12658	terrel	1
12659	terrenc	12
12660	terri	6
12661	terribl	27
12662	terribly	1
12663	terrif	2
12664	terrifi	9
12665	terrifng	1
12666	terrifyingli	1
12667	territori	22
12668	terror	102
12669	terrorist	203
12670	test	42
12671	testament	2
12672	testifi	25
12673	testili	1
12674	testimoni	19
12675	testu	1
12676	testud	9
12677	tethani	1
12678	tether	2
12679	tex	1
12680	texa	95
12681	texaswyom	1
12682	text	6
12683	textbook	1
12684	textil	4
12685	tfor	1
12686	th	1
12687	thaan	1
12688	thabo	3
12689	thaci	1
12690	thadani	1
12691	thaerz	1
12692	thahn	1
12693	thailand	2
12694	thakkar	4
12695	thakur	1
12696	thanh	2
12697	thank	117
12698	thanksgiv	2
12699	thankyou	1
12700	thatcher	1
12701	thaul	1
12702	theater	5
12703	theaterintheround	2
12704	theeyear	1
12705	theft	2
12706	theme	7
12707	themselv	75
12708	thenagricultur	2
12709	thenmissouri	1
12710	thenpresid	1
12711	thenu	3
12712	theodor	2
12713	theolog	2
12714	theoret	3
12715	theori	28
12716	theoriz	4
12717	thepaid	1
12718	therapi	1
12719	thereaft	1
12720	therebi	2
12721	therefor	16
12722	therel	2
12723	therer	2
12724	theresa	1
12725	thermomet	2
12726	thescap	1
12727	thesi	1
12728	thevenot	2
12729	theyd	1
12730	theyll	13
12731	theyr	63
12732	theyv	34
12733	thi	626
12734	thicker	3
12735	thief	1
12736	thiessen	1
12737	thiev	6
12738	thigh	2
12739	thing	167
12740	thing99	1
12741	think	227
12742	thinker	1
12743	thinner	1
12744	thirdhighest	1
12745	thirdlargest	5
12746	thirdli	1
12747	thirdparti	2
12748	thirdplac	1
12749	thirdround	1
12750	thirdseed	9
12751	thirdset	3
12752	thirdworld	1
12753	thirteen	3
12754	thirti	1
12755	thirtynin	6
12756	thirtysometh	1
12757	thirtythre	4
12758	thoma	18
12759	thompson	4
12760	thorbjoern	2
12761	thorbjorn	1
12762	thorn	1
12763	thornburgh	1
12764	thornel	1
12765	thorni	1
12766	thorough	3
12767	thoroughfar	3
12768	thoroughli	1
12769	thought	105
12770	thousand	156
12771	thrash	1
12772	thread	4
12773	threadbar	1
12774	threat	104
12775	threatcon	1
12776	threaten	46
12777	threeday	16
12778	threefifth	1
12779	threefourth	1
12780	threegam	1
12781	threehour	4
12782	threejudg	1
12783	threeperson	1
12784	threequart	2
12785	threeroom	3
12786	threeset	8
12787	threesett	2
12788	threestori	6
12789	threetim	2
12790	threeway	1
12791	threeyearold	1
12792	threshold	2
12793	threw	16
12794	thrill	5
12795	thriller	1
12796	thrive	6
12797	throat	2
12798	throne	2
12799	throng	6
12800	throw	17
12801	throwback	2
12802	thrower	1
12803	thrown	24
12804	thrust	3
12805	thu	19
12806	thug	5
12807	thugocraci	2
12808	thumb	3
12809	thumbsup	3
12810	thunder	3
12811	thunderbird	1
12812	thurmond	1
12813	thursday	219
12814	thuzz	1
12815	thwart	5
12816	tia	2
12817	tiananmen	1
12818	tibet	2
12819	tick	3
12820	ticket	10
12821	tidal	2
12822	tide	7
12823	tie	97
12824	tiebreak	16
12825	tien	1
12826	tiffani	2
12827	tight	22
12828	tighten	11
12829	tighter	3
12830	tightest	2
12831	tightli	4
12832	tijan	3
12833	tilak	1
12834	tile	2
12835	till	5
12836	tilt	5
12837	tiltrotor	1
12838	tim	15
12839	time	477
12840	timelin	4
12841	timet	4
12842	timid	2
12843	timism	1
12844	timo	1
12845	timocka	1
12846	timothi	4
12847	tin	1
12848	tini	23
12849	tinker	1
12850	tinkl	1
12851	tiot	1
12852	tip	55
12853	tipper	2
12854	tipster	1
12855	tire	29
12856	tireless	1
12857	tirelessli	2
12858	tirm	2
12859	titl	49
12860	titleist	1
12861	titlist	2
12862	tito	6
12863	tl	1
12864	tnt	7
12865	toadi	1
12866	toast	3
12867	toastst	1
12868	tobacco	3
12869	tod	2
12870	today	316
12871	todd	21
12872	toddler	3
12873	toe	3
12874	togeth	101
12875	togo	1
12876	tohouri	1
12877	toi	1
12878	toietnam	1
12879	toilet	3
12880	token	2
12881	tokov	1
12882	tokyo	25
12883	told	277
12884	toledo	15
12885	toler	12
12886	tolkach	1
12887	toll	78
12888	tollfre	2
12889	tolli	1
12890	tolstoy	1
12891	tom	42
12892	tomahawk	6
12893	tomato	2
12894	tomb	1
12895	tomic	2
12896	tomislav	1
12897	tommi	9
12898	tomorrow	41
12899	tomorrow99	1
12900	ton	37
12901	tone	16
12902	tong	1
12903	tongu	7
12904	toni	34
12905	tonig	2
12906	tonight	104
12907	tonugu	1
12908	tooclosetocal	1
12909	took	216
12910	tool	21
12911	toopersist	1
12912	toothless	1
12913	topic	1
12914	topmost	1
12915	topolev	2
12916	toppl	25
12917	toprank	1
12918	topsecret	7
12919	topseed	17
12920	torch	11
12921	tore	41
12922	tori	1
